ensembl_gene_id	ensembl_transcript_id	chromosome_name	mgi_symbol	description
ENSMUSG00000104165	ENSMUST00000192560	1	Gm38249	predicted gene, 38249 [Source:MGI Symbol;Acc:MGI:5611477]
ENSMUSG00000100868	ENSMUST00000186343	1	Gm28095	predicted gene 28095 [Source:MGI Symbol;Acc:MGI:5578801]
ENSMUSG00000025920	ENSMUST00000162627	1	Stau2	staufen (RNA binding protein) homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1352508]
ENSMUSG00000089982	ENSMUST00000160446	1	Gm7568	predicted gene 7568 [Source:MGI Symbol;Acc:MGI:3649156]
ENSMUSG00000025939	ENSMUST00000182554	1	Ube2w	ubiquitin-conjugating enzyme E2W (putative) [Source:MGI Symbol;Acc:MGI:1914049]
ENSMUSG00000102457	ENSMUST00000195710	1	Gm38342	predicted gene, 38342 [Source:MGI Symbol;Acc:MGI:5611570]
ENSMUSG00000079658	ENSMUST00000188641	1	Tceb1	transcription elongation factor B (SIII), polypeptide 1 [Source:MGI Symbol;Acc:MGI:1915173]
ENSMUSG00000097744	ENSMUST00000181371	1	D030040B21Rik	RIKEN cDNA D030040B21 gene [Source:MGI Symbol;Acc:MGI:4437728]
ENSMUSG00000100959	ENSMUST00000186738	1	Gm7654	predicted gene 7654 [Source:MGI Symbol;Acc:MGI:3648037]
ENSMUSG00000025940	ENSMUST00000177501	1	Tmem70	transmembrane protein 70 [Source:MGI Symbol;Acc:MGI:1915068]
ENSMUSG00000025779	ENSMUST00000191260	1	Ly96	lymphocyte antigen 96 [Source:MGI Symbol;Acc:MGI:1341909]
ENSMUSG00000100093	ENSMUST00000185649	1	Gm29649	predicted gene 29649 [Source:MGI Symbol;Acc:MGI:5580355]
ENSMUSG00000091020	ENSMUST00000071842	1	Gm5828	predicted gene 5828 [Source:MGI Symbol;Acc:MGI:3644176]
ENSMUSG00000101640	ENSMUST00000186604	1	Gm28376	predicted gene 28376 [Source:MGI Symbol;Acc:MGI:5579082]
ENSMUSG00000104133	ENSMUST00000194790	1	4921511E07Rik	RIKEN cDNA 4921511E07 gene [Source:MGI Symbol;Acc:MGI:1918145]
ENSMUSG00000042686	ENSMUST00000186024	1	Jph1	junctophilin 1 [Source:MGI Symbol;Acc:MGI:1891495]
ENSMUSG00000100110	ENSMUST00000188872	1	Gm28783	predicted gene 28783 [Source:MGI Symbol;Acc:MGI:5579489]
ENSMUSG00000025777	ENSMUST00000026879	1	Gdap1	ganglioside-induced differentiation-associated-protein 1 [Source:MGI Symbol;Acc:MGI:1338002]
ENSMUSG00000099899	ENSMUST00000187817	1	Gm28784	predicted gene 28784 [Source:MGI Symbol;Acc:MGI:5579490]
ENSMUSG00000100272	ENSMUST00000187478	1	Gm28785	predicted gene 28785 [Source:MGI Symbol;Acc:MGI:5579491]
ENSMUSG00000100398	ENSMUST00000188959	1	Gm5251	predicted gene 5251 [Source:MGI Symbol;Acc:MGI:3647666]
ENSMUSG00000101589	ENSMUST00000186192	1	Rbm6-ps1	RNA binding motif protein 6, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1889580]
ENSMUSG00000102048	ENSMUST00000186816	1	Gm6075	predicted gene 6075 [Source:MGI Symbol;Acc:MGI:3648507]
ENSMUSG00000089534	ENSMUST00000158909	1	Gm25166	predicted gene, 25166 [Source:MGI Symbol;Acc:MGI:5454943]
ENSMUSG00000067780	ENSMUST00000088476	1	Pi15	peptidase inhibitor 15 [Source:MGI Symbol;Acc:MGI:1934659]
ENSMUSG00000100053	ENSMUST00000186267	1	Gm28154	predicted gene 28154 [Source:MGI Symbol;Acc:MGI:5578860]
ENSMUSG00000085125	ENSMUST00000155588	1	Gm16070	predicted gene 16070 [Source:MGI Symbol;Acc:MGI:3801761]
ENSMUSG00000025776	ENSMUST00000159958	1	Crispld1	cysteine-rich secretory protein LCCL domain containing 1 [Source:MGI Symbol;Acc:MGI:1934666]
ENSMUSG00000099895	ENSMUST00000189853	1	Gm28153	predicted gene 28153 [Source:MGI Symbol;Acc:MGI:5578859]
ENSMUSG00000100554	ENSMUST00000190885	1	Gm7690	predicted gene 7690 [Source:MGI Symbol;Acc:MGI:3648169]
ENSMUSG00000099473	ENSMUST00000190763	1	Gm18775	predicted gene, 18775 [Source:MGI Symbol;Acc:MGI:5010960]
ENSMUSG00000099591	ENSMUST00000185706	1	Gm17969	predicted gene, 17969 [Source:MGI Symbol;Acc:MGI:5010154]
ENSMUSG00000102001	ENSMUST00000185773	1	Gm28755	predicted gene 28755 [Source:MGI Symbol;Acc:MGI:5579461]
ENSMUSG00000101717	ENSMUST00000191057	1	Gm28756	predicted gene 28756 [Source:MGI Symbol;Acc:MGI:5579462]
ENSMUSG00000025774	ENSMUST00000026876	1	Crisp4	cysteine-rich secretory protein 4 [Source:MGI Symbol;Acc:MGI:1925331]
ENSMUSG00000070977	ENSMUST00000126871	1	Defb44-ps	defensin beta 44, pseudogene [Source:MGI Symbol;Acc:MGI:3646526]
ENSMUSG00000073735	ENSMUST00000097818	1	Defb18	defensin beta 18 [Source:MGI Symbol;Acc:MGI:3648148]
ENSMUSG00000067773	ENSMUST00000088463	1	Gm15386	defensin beta 41 [Source:MGI Symbol;Acc:MGI:1924923]
ENSMUSG00000101685	ENSMUST00000186435	1	Gm17837	predicted gene, 17837 [Source:MGI Symbol;Acc:MGI:5010022]
ENSMUSG00000101738	ENSMUST00000187966	1	Gm29006	predicted gene 29006 [Source:MGI Symbol;Acc:MGI:5579712]
ENSMUSG00000101306	ENSMUST00000189030	1	Gm5252	predicted gene 5252 [Source:MGI Symbol;Acc:MGI:3647664]
ENSMUSG00000088800	ENSMUST00000158175	1	Gm24075	predicted gene, 24075 [Source:MGI Symbol;Acc:MGI:5453852]
ENSMUSG00000101644	ENSMUST00000185386	1	Gm28343	predicted gene 28343 [Source:MGI Symbol;Acc:MGI:5579049]
ENSMUSG00000099433	ENSMUST00000185704	1	Gm28344	predicted gene 28344 [Source:MGI Symbol;Acc:MGI:5579050]
ENSMUSG00000089787	ENSMUST00000159108	1	Gm15825	predicted gene 15825 [Source:MGI Symbol;Acc:MGI:3801887]
ENSMUSG00000042596	ENSMUST00000037294	1	Tfap2d	transcription factor AP-2, delta [Source:MGI Symbol;Acc:MGI:2153466]
ENSMUSG00000100720	ENSMUST00000162030	1	Gm10075	predicted gene 10075 [Source:MGI Symbol;Acc:MGI:3710521]
ENSMUSG00000025927	ENSMUST00000027059	1	Tfap2b	transcription factor AP-2 beta [Source:MGI Symbol;Acc:MGI:104672]
ENSMUSG00000100538	ENSMUST00000189218	1	Gm28340	predicted gene 28340 [Source:MGI Symbol;Acc:MGI:5579046]
ENSMUSG00000101117	ENSMUST00000190883	1	Gm28341	predicted gene 28341 [Source:MGI Symbol;Acc:MGI:5579047]
ENSMUSG00000100204	ENSMUST00000188428	1	Gm4849	predicted gene 4849 [Source:MGI Symbol;Acc:MGI:3645366]
ENSMUSG00000084668	ENSMUST00000122719	1	Gm24633	predicted gene, 24633 [Source:MGI Symbol;Acc:MGI:5454410]
ENSMUSG00000102597	ENSMUST00000193790	1	Gm38382	predicted gene, 38382 [Source:MGI Symbol;Acc:MGI:5611610]
ENSMUSG00000043760	ENSMUST00000088448	1	Pkhd1	polycystic kidney and hepatic disease 1 [Source:MGI Symbol;Acc:MGI:2155808]
ENSMUSG00000104095	ENSMUST00000194347	1	Gm37315	predicted gene, 37315 [Source:MGI Symbol;Acc:MGI:5610543]
ENSMUSG00000089914	ENSMUST00000161509	1	4930486I03Rik	RIKEN cDNA 4930486I03 gene [Source:MGI Symbol;Acc:MGI:1922278]
ENSMUSG00000090142	ENSMUST00000160969	1	Gm15795	predicted gene 15795 [Source:MGI Symbol;Acc:MGI:3802035]
ENSMUSG00000070175	ENSMUST00000093665	1	Gm24162	predicted gene, 24162 [Source:MGI Symbol;Acc:MGI:5453939]
ENSMUSG00000065559	ENSMUST00000083625	1	Mir206	microRNA 206 [Source:MGI Symbol;Acc:MGI:2676881]
ENSMUSG00000099906	ENSMUST00000185494	1	Gm28653	predicted gene 28653 [Source:MGI Symbol;Acc:MGI:5579359]
ENSMUSG00000065480	ENSMUST00000083546	1	Mir133b	microRNA 133b [Source:MGI Symbol;Acc:MGI:3618720]
ENSMUSG00000025929	ENSMUST00000027061	1	Il17a	interleukin 17A [Source:MGI Symbol;Acc:MGI:107364]
ENSMUSG00000041872	ENSMUST00000039046	1	Il17f	interleukin 17F [Source:MGI Symbol;Acc:MGI:2676631]
ENSMUSG00000041859	ENSMUST00000053266	1	Mcm3	minichromosome maintenance deficient 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:101845]
ENSMUSG00000099714	ENSMUST00000186367	1	Gm20587	predicted gene, 20587 [Source:MGI Symbol;Acc:MGI:5295693]
ENSMUSG00000102121	ENSMUST00000185290	1	Gm28065	predicted gene 28065 [Source:MGI Symbol;Acc:MGI:5578771]
ENSMUSG00000088858	ENSMUST00000158233	1	Gm24723	predicted gene, 24723 [Source:MGI Symbol;Acc:MGI:5454500]
ENSMUSG00000097934	ENSMUST00000181654	1	6720483E21Rik	RIKEN cDNA 6720483E21 gene [Source:MGI Symbol;Acc:MGI:1924991]
ENSMUSG00000025931	ENSMUST00000189400	1	Paqr8	progestin and adipoQ receptor family member VIII [Source:MGI Symbol;Acc:MGI:1921479]
ENSMUSG00000077314	ENSMUST00000104126	1	Gm24171	predicted gene, 24171 [Source:MGI Symbol;Acc:MGI:5453948]
ENSMUSG00000100929	ENSMUST00000185639	1	Gm28064	predicted gene 28064 [Source:MGI Symbol;Acc:MGI:5578770]
ENSMUSG00000041809	ENSMUST00000160782	1	Efhc1	EF-hand domain (C-terminal) containing 1 [Source:MGI Symbol;Acc:MGI:1919127]
ENSMUSG00000041779	ENSMUST00000037998	1	Tram2	translocating chain-associating membrane protein 2 [Source:MGI Symbol;Acc:MGI:1924817]
ENSMUSG00000099971	ENSMUST00000186612	1	Gm28287	predicted gene 28287 [Source:MGI Symbol;Acc:MGI:5578993]
ENSMUSG00000100819	ENSMUST00000189119	1	Gm2693	predicted gene 2693 [Source:MGI Symbol;Acc:MGI:3780862]
ENSMUSG00000025933	ENSMUST00000027065	1	Tmem14a	transmembrane protein 14A [Source:MGI Symbol;Acc:MGI:1922962]
ENSMUSG00000102633	ENSMUST00000191648	1	Gm38224	predicted gene, 38224 [Source:MGI Symbol;Acc:MGI:5611452]
ENSMUSG00000025934	ENSMUST00000027067	1	Gsta3	glutathione S-transferase, alpha 3 [Source:MGI Symbol;Acc:MGI:95856]
ENSMUSG00000099343	ENSMUST00000185842	1	Gm28836	predicted gene 28836 [Source:MGI Symbol;Acc:MGI:5579542]
ENSMUSG00000096375	ENSMUST00000178379	1	Gm7094	predicted pseudogene 7094 [Source:MGI Symbol;Acc:MGI:3648114]
ENSMUSG00000025936	ENSMUST00000082032	1	Gm4956	predicted gene 4956 [Source:MGI Symbol;Acc:MGI:3647976]
ENSMUSG00000093963	ENSMUST00000178260	1	Gm21909	predicted gene, 21909 [Source:MGI Symbol;Acc:MGI:5434073]
ENSMUSG00000067750	ENSMUST00000088407	1	Khdc1a	KH domain containing 1A [Source:MGI Symbol;Acc:MGI:2676610]
ENSMUSG00000086194	ENSMUST00000148174	1	Gm16329	predicted gene 16329 [Source:MGI Symbol;Acc:MGI:3840126]
ENSMUSG00000094436	ENSMUST00000137146	1	Gm16327	predicted gene 16327 [Source:MGI Symbol;Acc:MGI:3840125]
ENSMUSG00000041722	ENSMUST00000070223	1	Khdc1c	KH domain containing 1C [Source:MGI Symbol;Acc:MGI:3583007]
ENSMUSG00000085507	ENSMUST00000142979	1	Gm2709	predicted gene 2709 [Source:MGI Symbol;Acc:MGI:3780878]
ENSMUSG00000094926	ENSMUST00000140035	1	Gm16533	predited gene 16533 [Source:MGI Symbol;Acc:MGI:4410373]
ENSMUSG00000085079	ENSMUST00000147615	1	Khdc1b	KH domain containing 1B [Source:MGI Symbol;Acc:MGI:2138477]
ENSMUSG00000085679	ENSMUST00000126985	1	Gm16328	predicted gene 16328 [Source:MGI Symbol;Acc:MGI:3840127]
ENSMUSG00000028033	ENSMUST00000029667	1	Kcnq5	potassium voltage-gated channel, subfamily Q, member 5 [Source:MGI Symbol;Acc:MGI:1924937]
ENSMUSG00000104138	ENSMUST00000192487	1	Gm36949	predicted gene, 36949 [Source:MGI Symbol;Acc:MGI:5610177]
ENSMUSG00000082935	ENSMUST00000119064	1	Gm7658	predicted gene 7658 [Source:MGI Symbol;Acc:MGI:3648029]
ENSMUSG00000103748	ENSMUST00000194737	1	Gm38243	predicted gene, 38243 [Source:MGI Symbol;Acc:MGI:5611471]
ENSMUSG00000097109	ENSMUST00000181002	1	Gm26580	predicted gene, 26580 [Source:MGI Symbol;Acc:MGI:5477074]
ENSMUSG00000099692	ENSMUST00000189850	1	Gm5696	predicted gene 5696 [Source:MGI Symbol;Acc:MGI:3647717]
ENSMUSG00000100418	ENSMUST00000190225	1	Gm28239	predicted gene 28239 [Source:MGI Symbol;Acc:MGI:5578945]
ENSMUSG00000041670	ENSMUST00000185942	1	Rims1	regulating synaptic membrane exocytosis 1 [Source:MGI Symbol;Acc:MGI:2152971]
ENSMUSG00000097642	ENSMUST00000180414	1	Gm26866	predicted gene, 26866 [Source:MGI Symbol;Acc:MGI:5477360]
ENSMUSG00000101468	ENSMUST00000190510	1	Gm7761	predicted gene 7761 [Source:MGI Symbol;Acc:MGI:3643583]
ENSMUSG00000101227	ENSMUST00000191045	1	Gm29506	predicted gene 29506 [Source:MGI Symbol;Acc:MGI:5580212]
ENSMUSG00000073730	ENSMUST00000073179	1	4933415F23Rik	RIKEN cDNA 4933415F23 gene [Source:MGI Symbol;Acc:MGI:1914005]
ENSMUSG00000089553	ENSMUST00000158928	1	Gm24176	predicted gene, 24176 [Source:MGI Symbol;Acc:MGI:5453953]
ENSMUSG00000102766	ENSMUST00000193885	1	Gm6420	predicted gene 6420 [Source:MGI Symbol;Acc:MGI:3644588]
ENSMUSG00000065405	ENSMUST00000083471	1	Mir30a	microRNA 30a [Source:MGI Symbol;Acc:MGI:2676907]
ENSMUSG00000097970	ENSMUST00000182303	1	Gm27028	predicted gene, 27028 [Source:MGI Symbol;Acc:MGI:5504143]
ENSMUSG00000065567	ENSMUST00000083633	1	Mir30c-2	microRNA 30c-2 [Source:MGI Symbol;Acc:MGI:3619048]
ENSMUSG00000100775	ENSMUST00000190910	1	Gm29107	predicted gene 29107 [Source:MGI Symbol;Acc:MGI:5579813]
ENSMUSG00000101226	ENSMUST00000189078	1	Gm20954	predicted gene, 20954 [Source:MGI Symbol;Acc:MGI:5434309]
ENSMUSG00000026158	ENSMUST00000027343	1	Ogfrl1	opioid growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:1917405]
ENSMUSG00000097920	ENSMUST00000180769	1	Gm7784	predicted gene 7784 [Source:MGI Symbol;Acc:MGI:3645448]
ENSMUSG00000099503	ENSMUST00000191140	1	Gm28822	predicted gene 28822 [Source:MGI Symbol;Acc:MGI:5579528]
ENSMUSG00000026156	ENSMUST00000144602	1	B3gat2	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S) [Source:MGI Symbol;Acc:MGI:2389490]
ENSMUSG00000026155	ENSMUST00000149737	1	Smap1	small ArfGAP 1 [Source:MGI Symbol;Acc:MGI:2138261]
ENSMUSG00000026154	ENSMUST00000027338	1	Sdhaf4	succinate dehydrogenase complex assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915252]
ENSMUSG00000102495	ENSMUST00000195143	1	Gm26524	predicted gene, 26524 [Source:MGI Symbol;Acc:MGI:5477018]
ENSMUSG00000026153	ENSMUST00000187619	1	Fam135a	family with sequence similarity 135, member A [Source:MGI Symbol;Acc:MGI:1915437]
ENSMUSG00000102398	ENSMUST00000192408	1	Gm37580	predicted gene, 37580 [Source:MGI Symbol;Acc:MGI:5610808]
ENSMUSG00000097670	ENSMUST00000180661	1	Gm26607	predicted gene, 26607 [Source:MGI Symbol;Acc:MGI:5477101]
ENSMUSG00000026147	ENSMUST00000054588	1	Col9a1	collagen, type IX, alpha 1 [Source:MGI Symbol;Acc:MGI:88465]
ENSMUSG00000026141	ENSMUST00000144297	1	Col19a1	collagen, type XIX, alpha 1 [Source:MGI Symbol;Acc:MGI:1095415]
ENSMUSG00000077463	ENSMUST00000104275	1	Gm26418	predicted gene, 26418 [Source:MGI Symbol;Acc:MGI:5456195]
ENSMUSG00000099997	ENSMUST00000187481	1	Tubb4b-ps2	tubulin, beta 4B class IVB, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3723458]
ENSMUSG00000100131	ENSMUST00000187714	1	Gm28439	predicted gene 28439 [Source:MGI Symbol;Acc:MGI:5579145]
ENSMUSG00000067736	ENSMUST00000088336	1	Gm10222	predicted gene 10222 [Source:MGI Symbol;Acc:MGI:3642643]
ENSMUSG00000101939	ENSMUST00000188299	1	Gm28438	predicted gene 28438 [Source:MGI Symbol;Acc:MGI:5579144]
ENSMUSG00000101111	ENSMUST00000190277	1	Gm28437	predicted gene 28437 [Source:MGI Symbol;Acc:MGI:5579143]
ENSMUSG00000100862	ENSMUST00000189941	1	Gm10925	predicted gene 10925 [Source:MGI Symbol;Acc:MGI:3809095]
ENSMUSG00000102070	ENSMUST00000188231	1	Gm28661	predicted gene 28661 [Source:MGI Symbol;Acc:MGI:5579367]
ENSMUSG00000101249	ENSMUST00000187117	1	Gm29216	predicted gene 29216 [Source:MGI Symbol;Acc:MGI:5579922]
ENSMUSG00000073725	ENSMUST00000191471	1	Lmbrd1	LMBR1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1915671]
ENSMUSG00000100808	ENSMUST00000187022	1	Gm28594	predicted gene 28594 [Source:MGI Symbol;Acc:MGI:5579300]
ENSMUSG00000100483	ENSMUST00000186563	1	Gm28237	predicted gene 28237 [Source:MGI Symbol;Acc:MGI:5578943]
ENSMUSG00000100450	ENSMUST00000188406	1	Gm9443	predicted gene 9443 [Source:MGI Symbol;Acc:MGI:3779853]
ENSMUSG00000099392	ENSMUST00000185379	1	Gm29414	predicted gene 29414 [Source:MGI Symbol;Acc:MGI:5580120]
ENSMUSG00000033569	ENSMUST00000126626	1	Adgrb3	adhesion G protein-coupled receptor B3 [Source:MGI Symbol;Acc:MGI:2441837]
ENSMUSG00000080849	ENSMUST00000119680	1	Gm15702	predicted gene 15702 [Source:MGI Symbol;Acc:MGI:3783142]
ENSMUSG00000104257	ENSMUST00000193138	1	Gm20172	predicted gene, 20172 [Source:MGI Symbol;Acc:MGI:5012357]
ENSMUSG00000096866	ENSMUST00000178643	1	Gm22260	predicted gene, 22260 [Source:MGI Symbol;Acc:MGI:5452037]
ENSMUSG00000102296	ENSMUST00000192443	1	Gm37543	predicted gene, 37543 [Source:MGI Symbol;Acc:MGI:5610771]
ENSMUSG00000103209	ENSMUST00000192367	1	Gm37331	predicted gene, 37331 [Source:MGI Symbol;Acc:MGI:5610559]
ENSMUSG00000104027	ENSMUST00000193392	1	Gm37211	predicted gene, 37211 [Source:MGI Symbol;Acc:MGI:5610439]
ENSMUSG00000102407	ENSMUST00000193079	1	Gm37862	predicted gene, 37862 [Source:MGI Symbol;Acc:MGI:5611090]
ENSMUSG00000103214	ENSMUST00000195128	1	Gm38286	predicted gene, 38286 [Source:MGI Symbol;Acc:MGI:5611514]
ENSMUSG00000104100	ENSMUST00000192216	1	Gm37880	predicted gene, 37880 [Source:MGI Symbol;Acc:MGI:5611108]
ENSMUSG00000084740	ENSMUST00000122791	1	Gm25294	predicted gene, 25294 [Source:MGI Symbol;Acc:MGI:5455071]
ENSMUSG00000103889	ENSMUST00000195543	1	Gm37011	predicted gene, 37011 [Source:MGI Symbol;Acc:MGI:5610239]
ENSMUSG00000101301	ENSMUST00000190216	1	Gm29214	predicted gene 29214 [Source:MGI Symbol;Acc:MGI:5579920]
ENSMUSG00000104221	ENSMUST00000194535	1	Gm37051	predicted gene, 37051 [Source:MGI Symbol;Acc:MGI:5610279]
ENSMUSG00000102250	ENSMUST00000193573	1	Gm38260	predicted gene, 38260 [Source:MGI Symbol;Acc:MGI:5611488]
ENSMUSG00000102317	ENSMUST00000194644	1	Gm37628	predicted gene, 37628 [Source:MGI Symbol;Acc:MGI:5610856]
ENSMUSG00000103563	ENSMUST00000192614	1	8030445P17Rik	RIKEN cDNA 8030445P17 gene [Source:MGI Symbol;Acc:MGI:2442299]
ENSMUSG00000102465	ENSMUST00000191772	1	Gm38198	predicted gene, 38198 [Source:MGI Symbol;Acc:MGI:5611426]
ENSMUSG00000102659	ENSMUST00000195723	1	Gm37077	predicted gene, 37077 [Source:MGI Symbol;Acc:MGI:5610305]
ENSMUSG00000103924	ENSMUST00000192448	1	Gm37895	predicted gene, 37895 [Source:MGI Symbol;Acc:MGI:5611123]
ENSMUSG00000104132	ENSMUST00000194923	1	Gm36952	predicted gene, 36952 [Source:MGI Symbol;Acc:MGI:5610180]
ENSMUSG00000102747	ENSMUST00000195187	1	Gm37602	predicted gene, 37602 [Source:MGI Symbol;Acc:MGI:5610830]
ENSMUSG00000102386	ENSMUST00000193912	1	2900022M07Rik	RIKEN cDNA 2900022M07 gene [Source:MGI Symbol;Acc:MGI:1920201]
ENSMUSG00000103004	ENSMUST00000195754	1	2900002M20Rik	RIKEN cDNA 2900002M20 gene [Source:MGI Symbol;Acc:MGI:1925574]
ENSMUSG00000104516	ENSMUST00000194343	1	Gm9884	predicted gene 9884 [Source:MGI Symbol;Acc:MGI:3642830]
ENSMUSG00000101618	ENSMUST00000185358	1	Gm18443	predicted gene, 18443 [Source:MGI Symbol;Acc:MGI:5010628]
ENSMUSG00000099458	ENSMUST00000190716	1	Gm19123	predicted gene, 19123 [Source:MGI Symbol;Acc:MGI:5011308]
ENSMUSG00000088111	ENSMUST00000157486	1	Gm24064	predicted gene, 24064 [Source:MGI Symbol;Acc:MGI:5453841]
ENSMUSG00000073722	ENSMUST00000097801	1	4931408C20Rik	RIKEN cDNA 4931408C20 gene [Source:MGI Symbol;Acc:MGI:3588222]
ENSMUSG00000095256	ENSMUST00000179494	1	n-R5s209	nuclear encoded rRNA 5S 209 [Source:MGI Symbol;Acc:MGI:4422074]
ENSMUSG00000100310	ENSMUST00000188432	1	Gm19641	predicted gene, 19641 [Source:MGI Symbol;Acc:MGI:5011826]
ENSMUSG00000101514	ENSMUST00000185409	1	Gm5524	predicted gene 5524 [Source:MGI Symbol;Acc:MGI:3646041]
ENSMUSG00000101033	ENSMUST00000188833	1	Gm18776	predicted gene, 18776 [Source:MGI Symbol;Acc:MGI:5010961]
ENSMUSG00000101372	ENSMUST00000189614	1	Gm19028	predicted gene, 19028 [Source:MGI Symbol;Acc:MGI:5011213]
ENSMUSG00000103241	ENSMUST00000193585	1	Gm38089	predicted gene, 38089 [Source:MGI Symbol;Acc:MGI:5611317]
ENSMUSG00000086240	ENSMUST00000145844	1	Gm7846	predicted gene 7846 [Source:MGI Symbol;Acc:MGI:3645212]
ENSMUSG00000048411	ENSMUST00000059937	1	Gm597	predicted gene 597 [Source:MGI Symbol;Acc:MGI:2685443]
ENSMUSG00000081557	ENSMUST00000122295	1	Gm5697	predicted gene 5697 [Source:MGI Symbol;Acc:MGI:3649021]
ENSMUSG00000058590	ENSMUST00000081488	1	Gm6462	predicted gene 6462 [Source:MGI Symbol;Acc:MGI:3647053]
ENSMUSG00000101235	ENSMUST00000186678	1	Gm18033	predicted gene, 18033 [Source:MGI Symbol;Acc:MGI:5010218]
ENSMUSG00000064433	ENSMUST00000082499	1	Gm25586	predicted gene, 25586 [Source:MGI Symbol;Acc:MGI:5455363]
ENSMUSG00000080625	ENSMUST00000116975	1	Gm22679	predicted gene, 22679 [Source:MGI Symbol;Acc:MGI:5452456]
ENSMUSG00000080391	ENSMUST00000116741	1	Gm23785	predicted gene, 23785 [Source:MGI Symbol;Acc:MGI:5453562]
ENSMUSG00000099257	ENSMUST00000183870	1	Mir6342	microRNA 6342 [Source:MGI Symbol;Acc:MGI:5530650]
ENSMUSG00000099492	ENSMUST00000190438	1	Gm5525	predicted gene 5525 [Source:MGI Symbol;Acc:MGI:3646042]
ENSMUSG00000101726	ENSMUST00000190177	1	Gm7858	predicted gene 7858 [Source:MGI Symbol;Acc:MGI:3644844]
ENSMUSG00000096829	ENSMUST00000178702	1	Gm23771	predicted gene, 23771 [Source:MGI Symbol;Acc:MGI:5453548]
ENSMUSG00000098883	ENSMUST00000184585	1	Gm27430	predicted gene, 27430 [Source:MGI Symbol;Acc:MGI:5530812]
ENSMUSG00000053185	ENSMUST00000065469	1	Gm9898	predicted gene 9898 [Source:MGI Symbol;Acc:MGI:3642391]
ENSMUSG00000100261	ENSMUST00000188572	1	Gm6473	predicted gene 6473 [Source:MGI Symbol;Acc:MGI:3645176]
ENSMUSG00000101180	ENSMUST00000186120	1	Gm2914	predicted gene 2914 [Source:MGI Symbol;Acc:MGI:3781092]
ENSMUSG00000048874	ENSMUST00000186733	1	Phf3	PHD finger protein 3 [Source:MGI Symbol;Acc:MGI:2446126]
ENSMUSG00000103783	ENSMUST00000195437	1	Gm37522	predicted gene, 37522 [Source:MGI Symbol;Acc:MGI:5610750]
ENSMUSG00000104315	ENSMUST00000192050	1	Gm37906	predicted gene, 37906 [Source:MGI Symbol;Acc:MGI:5611134]
ENSMUSG00000026064	ENSMUST00000027232	1	Ptp4a1	protein tyrosine phosphatase 4a1 [Source:MGI Symbol;Acc:MGI:1277096]
ENSMUSG00000086151	ENSMUST00000178317	1	Gm5698	predicted gene 5698 [Source:MGI Symbol;Acc:MGI:3649020]
ENSMUSG00000086726	ENSMUST00000135273	1	Gm9458	predicted gene 9458 [Source:MGI Symbol;Acc:MGI:3779868]
ENSMUSG00000087346	ENSMUST00000152491	1	Gm5699	predicted gene 5699 [Source:MGI Symbol;Acc:MGI:3648192]
ENSMUSG00000100371	ENSMUST00000188605	1	Gm29669	predicted gene 29669 [Source:MGI Symbol;Acc:MGI:5580375]
ENSMUSG00000100237	ENSMUST00000191364	1	Gm28644	predicted gene 28644 [Source:MGI Symbol;Acc:MGI:5579350]
ENSMUSG00000098529	ENSMUST00000184868	1	Gm27362	predicted gene, 27362 [Source:MGI Symbol;Acc:MGI:5530744]
ENSMUSG00000086727	ENSMUST00000187892	1	4931428L18Rik	RIKEN cDNA 4931428L18 gene [Source:MGI Symbol;Acc:MGI:1918238]
ENSMUSG00000100910	ENSMUST00000186448	1	Gm29128	predicted gene 29128 [Source:MGI Symbol;Acc:MGI:5579834]
ENSMUSG00000099796	ENSMUST00000189666	1	Gm7893	predicted gene 7893 [Source:MGI Symbol;Acc:MGI:3648015]
ENSMUSG00000050217	ENSMUST00000062560	1	Lgsn	lengsin, lens protein with glutamine synthetase domain [Source:MGI Symbol;Acc:MGI:2672844]
ENSMUSG00000026063	ENSMUST00000027230	1	Pih1d3	PIH1 domain containing 3 [Source:MGI Symbol;Acc:MGI:1921958]
ENSMUSG00000077664	ENSMUST00000104476	1	Gm26145	predicted gene, 26145 [Source:MGI Symbol;Acc:MGI:5455922]
ENSMUSG00000100205	ENSMUST00000185684	1	Gm4850	predicted pseudogene 4850 [Source:MGI Symbol;Acc:MGI:3647946]
ENSMUSG00000100592	ENSMUST00000185859	1	Gm28645	predicted gene 28645 [Source:MGI Symbol;Acc:MGI:5579351]
ENSMUSG00000094215	ENSMUST00000178167	1	Gm6489	predicted gene 6489 [Source:MGI Symbol;Acc:MGI:3646684]
ENSMUSG00000101093	ENSMUST00000189839	1	Gm10307	predicted gene 10307 [Source:MGI Symbol;Acc:MGI:3642371]
ENSMUSG00000070960	ENSMUST00000095050	1	Gm19680	predicted gene, 19680 [Source:MGI Symbol;Acc:MGI:5011865]
