ensembl_gene_id	ensembl_transcript_id	chromosome_name	mgi_symbol	description
ENSMUSG00000102416	ENSMUST00000192873	1	4933424G06Rik	RIKEN cDNA 4933424G06 gene [Source:MGI Symbol;Acc:MGI:1918416]
ENSMUSG00000106804	ENSMUST00000193459	1		
ENSMUSG00000026117	ENSMUST00000027291	1	Zap70	zeta-chain (TCR) associated protein kinase [Source:MGI Symbol;Acc:MGI:99613]
ENSMUSG00000026116	ENSMUST00000194563	1	Tmem131	transmembrane protein 131 [Source:MGI Symbol;Acc:MGI:1927110]
ENSMUSG00000080054	ENSMUST00000116168	1	Rpl12-ps1	ribosomal protein L12, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3646154]
ENSMUSG00000050122	ENSMUST00000117172	1	Vwa3b	von Willebrand factor A domain containing 3B [Source:MGI Symbol;Acc:MGI:1918103]
ENSMUSG00000026114	ENSMUST00000191981	1	Cnga3	cyclic nucleotide gated channel alpha 3 [Source:MGI Symbol;Acc:MGI:1341818]
ENSMUSG00000026113	ENSMUST00000146676	1	Inpp4a	inositol polyphosphate-4-phosphatase, type I [Source:MGI Symbol;Acc:MGI:1931123]
ENSMUSG00000026112	ENSMUST00000027286	1	Coa5	cytochrome C oxidase assembly factor 5 [Source:MGI Symbol;Acc:MGI:1923428]
ENSMUSG00000026111	ENSMUST00000114925	1	Unc50	unc-50 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1914637]
ENSMUSG00000026110	ENSMUST00000151952	1	Mgat4a	mannoside acetylglucosaminyltransferase 4, isoenzyme A [Source:MGI Symbol;Acc:MGI:2662992]
ENSMUSG00000026090	ENSMUST00000160023	1	2010300C02Rik	RIKEN cDNA 2010300C02 gene [Source:MGI Symbol;Acc:MGI:1919347]
ENSMUSG00000060771	ENSMUST00000041815	1	Tsga10	testis specific 10 [Source:MGI Symbol;Acc:MGI:2685063]
ENSMUSG00000097268	ENSMUST00000181885	1	Gm26805	predicted gene, 26805 [Source:MGI Symbol;Acc:MGI:5477299]
ENSMUSG00000037216	ENSMUST00000128085	1	Lipt1	lipoyltransferase 1 [Source:MGI Symbol;Acc:MGI:3645211]
ENSMUSG00000026088	ENSMUST00000139725	1	Mitd1	MIT, microtubule interacting and transport, domain containing 1 [Source:MGI Symbol;Acc:MGI:1916278]
ENSMUSG00000026087	ENSMUST00000027256	1	Mrpl30	mitochondrial ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:1333820]
ENSMUSG00000061584	ENSMUST00000078307	1	Lyg2	lysozyme G-like 2 [Source:MGI Symbol;Acc:MGI:2685622]
ENSMUSG00000058407	ENSMUST00000162031	1	Txndc9	thioredoxin domain containing 9 [Source:MGI Symbol;Acc:MGI:2138153]
ENSMUSG00000026083	ENSMUST00000027252	1	Eif5b	eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772]
ENSMUSG00000026082	ENSMUST00000027251	1	Rev1	REV1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1929074]
ENSMUSG00000037138	ENSMUST00000095027	1	Aff3	AF4/FMR2 family, member 3 [Source:MGI Symbol;Acc:MGI:106927]
ENSMUSG00000085391	ENSMUST00000127620	1	Gm16150	predicted gene 16150 [Source:MGI Symbol;Acc:MGI:3801827]
ENSMUSG00000085280	ENSMUST00000129696	1	Gm16151	predicted gene 16151 [Source:MGI Symbol;Acc:MGI:3801826]
ENSMUSG00000087131	ENSMUST00000143261	1	Gm16152	predicted gene 16152 [Source:MGI Symbol;Acc:MGI:3802058]
ENSMUSG00000048814	ENSMUST00000147695	1	Lonrf2	LON peptidase N-terminal domain and ring finger 2 [Source:MGI Symbol;Acc:MGI:1920209]
ENSMUSG00000026080	ENSMUST00000027249	1	Chst10	carbohydrate sulfotransferase 10 [Source:MGI Symbol;Acc:MGI:2138283]
ENSMUSG00000026078	ENSMUST00000027247	1	Pdcl3	phosducin-like 3 [Source:MGI Symbol;Acc:MGI:1916083]
ENSMUSG00000026077	ENSMUST00000173050	1	Npas2	neuronal PAS domain protein 2 [Source:MGI Symbol;Acc:MGI:109232]
ENSMUSG00000092553	ENSMUST00000174365	1	Gm20428	predicted gene 20428 [Source:MGI Symbol;Acc:MGI:5141893]
ENSMUSG00000073702	ENSMUST00000086535	1	Rpl31	ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]
ENSMUSG00000003134	ENSMUST00000054462	1	Tbc1d8	TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]
ENSMUSG00000003135	ENSMUST00000161515	1	Cnot11	CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]
ENSMUSG00000085894	ENSMUST00000146314	1	Gm15832	predicted gene 15832 [Source:MGI Symbol;Acc:MGI:3834078]
ENSMUSG00000048234	ENSMUST00000062525	1	Rnf149	ring finger protein 149 [Source:MGI Symbol;Acc:MGI:2677438]
ENSMUSG00000050967	ENSMUST00000053355	1	Creg2	cellular repressor of E1A-stimulated genes 2 [Source:MGI Symbol;Acc:MGI:1928333]
ENSMUSG00000097083	ENSMUST00000181841	1	D930019O06Rik	RIKEN cDNA D930019O06 [Source:MGI Symbol;Acc:MGI:3043219]
ENSMUSG00000057173	ENSMUST00000151913	1	Rfx8	regulatory factor X 8 [Source:MGI Symbol;Acc:MGI:3588206]
ENSMUSG00000101634	ENSMUST00000187091	1	1700066B17Rik	RIKEN cDNA 1700066B17 gene [Source:MGI Symbol;Acc:MGI:1920676]
ENSMUSG00000026074	ENSMUST00000168431	1	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394]
ENSMUSG00000102985	ENSMUST00000193054	1	4930456G14Rik	RIKEN cDNA 4930456G14 gene [Source:MGI Symbol;Acc:MGI:1921928]
ENSMUSG00000026073	ENSMUST00000191671	1	Il1r2	interleukin 1 receptor, type II [Source:MGI Symbol;Acc:MGI:96546]
ENSMUSG00000097899	ENSMUST00000181756	1	Gm16894	predicted gene, 16894 [Source:MGI Symbol;Acc:MGI:4439818]
ENSMUSG00000026072	ENSMUST00000027241	1	Il1r1	interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]
ENSMUSG00000070942	ENSMUST00000192551	1	Il1rl2	interleukin 1 receptor-like 2 [Source:MGI Symbol;Acc:MGI:1913107]
ENSMUSG00000026069	ENSMUST00000174335	1	Il1rl1	interleukin 1 receptor-like 1 [Source:MGI Symbol;Acc:MGI:98427]
ENSMUSG00000026070	ENSMUST00000167723	1	Il18r1	interleukin 18 receptor 1 [Source:MGI Symbol;Acc:MGI:105383]
ENSMUSG00000026068	ENSMUST00000027237	1	Il18rap	interleukin 18 receptor accessory protein [Source:MGI Symbol;Acc:MGI:1338888]
ENSMUSG00000026065	ENSMUST00000027233	1	Slc9a4	solute carrier family 9 (sodium/hydrogen exchanger), member 4 [Source:MGI Symbol;Acc:MGI:105074]
ENSMUSG00000026062	ENSMUST00000027231	1	Slc9a2	solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:MGI Symbol;Acc:MGI:105075]
ENSMUSG00000041945	ENSMUST00000039672	1	Mfsd9	major facilitator superfamily domain containing 9 [Source:MGI Symbol;Acc:MGI:2443548]
ENSMUSG00000079588	ENSMUST00000114765	1	Tmem182	transmembrane protein 182 [Source:MGI Symbol;Acc:MGI:1923725]
ENSMUSG00000097063	ENSMUST00000180589	1	Pantr2	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 2 [Source:MGI Symbol;Acc:MGI:1913870]
ENSMUSG00000060679	ENSMUST00000057208	1	Mrps9	mitochondrial ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1916777]
ENSMUSG00000041907	ENSMUST00000188621	1	Gpr45	G protein-coupled receptor 45 [Source:MGI Symbol;Acc:MGI:2135882]
ENSMUSG00000070939	ENSMUST00000095014	1	Tgfbrap1	transforming growth factor, beta receptor associated protein 1 [Source:MGI Symbol;Acc:MGI:2447427]
ENSMUSG00000041878	ENSMUST00000039080	1	8430432A02Rik	RIKEN cDNA 8430432A02 gene [Source:MGI Symbol;Acc:MGI:1918774]
ENSMUSG00000010290	ENSMUST00000010434	1	AI597479	expressed sequence AI597479 [Source:MGI Symbol;Acc:MGI:2138299]
ENSMUSG00000008136	ENSMUST00000008280	1	Fhl2	four and a half LIM domains 2 [Source:MGI Symbol;Acc:MGI:1338762]
ENSMUSG00000094497	ENSMUST00000178557	1	Gm8210	predicted pseudogene 8210 [Source:MGI Symbol;Acc:MGI:3643593]
ENSMUSG00000099576	ENSMUST00000189899	1	Gm29040	predicted gene 29040 [Source:MGI Symbol;Acc:MGI:5579746]
ENSMUSG00000066877	ENSMUST00000187435	1	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1306821]
ENSMUSG00000026051	ENSMUST00000027217	1	1500015O10Rik	RIKEN cDNA 1500015O10 gene [Source:MGI Symbol;Acc:MGI:1926146]
ENSMUSG00000100764	ENSMUST00000186289	1	Gm29155	predicted gene 29155 [Source:MGI Symbol;Acc:MGI:5579861]
ENSMUSG00000100480	ENSMUST00000187764	1	Gm29156	predicted gene 29156 [Source:MGI Symbol;Acc:MGI:5579862]
ENSMUSG00000057363	ENSMUST00000126008	1	Uxs1	UDP-glucuronate decarboxylase 1 [Source:MGI Symbol;Acc:MGI:1915133]
ENSMUSG00000090243	ENSMUST00000163003	1	Gm16103	predicted gene 16103 [Source:MGI Symbol;Acc:MGI:3802086]
ENSMUSG00000100701	ENSMUST00000191395	1	Gm19587	predicted gene, 19587 [Source:MGI Symbol;Acc:MGI:5011772]
ENSMUSG00000041763	ENSMUST00000185579	1	Tpp2	tripeptidyl peptidase II [Source:MGI Symbol;Acc:MGI:102724]
ENSMUSG00000047343	ENSMUST00000061421	1	Mettl21c	methyltransferase like 21C [Source:MGI Symbol;Acc:MGI:3611450]
ENSMUSG00000091844	ENSMUST00000168641	1	Gm8251	predicted gene 8251 [Source:MGI Symbol;Acc:MGI:3647616]
ENSMUSG00000026049	ENSMUST00000027215	1	Tex30	testis expressed 30 [Source:MGI Symbol;Acc:MGI:1922873]
ENSMUSG00000101104	ENSMUST00000148542	1	Gm29247	predicted gene 29247 [Source:MGI Symbol;Acc:MGI:5579953]
ENSMUSG00000026047	ENSMUST00000065767	1	Kdelc1	KDEL (Lys-Asp-Glu-Leu) containing 1 [Source:MGI Symbol;Acc:MGI:1919300]
ENSMUSG00000041684	ENSMUST00000155917	1	Bivm	basic, immunoglobulin-like variable motif containing [Source:MGI Symbol;Acc:MGI:2179809]
ENSMUSG00000026048	ENSMUST00000188376	1	Ercc5	excision repair cross-complementing rodent repair deficiency, complementation group 5 [Source:MGI Symbol;Acc:MGI:103582]
ENSMUSG00000101567	ENSMUST00000186385	1	Txn-ps1	thioredoxin, pseudogene 1 [Source:MGI Symbol;Acc:MGI:98875]
ENSMUSG00000056870	ENSMUST00000074525	1	Gulp1	GULP, engulfment adaptor PTB domain containing 1 [Source:MGI Symbol;Acc:MGI:1920407]
ENSMUSG00000101701	ENSMUST00000186732	1	4930521E06Rik	RIKEN cDNA 4930521E06 gene [Source:MGI Symbol;Acc:MGI:1922316]
ENSMUSG00000100434	ENSMUST00000190083	1	Gm3489	predicted gene 3489 [Source:MGI Symbol;Acc:MGI:3781666]
ENSMUSG00000101251	ENSMUST00000188283	1	Gm3496	predicted gene 3496 [Source:MGI Symbol;Acc:MGI:3781673]
ENSMUSG00000101937	ENSMUST00000189212	1	Gm5268	predicted gene 5268 [Source:MGI Symbol;Acc:MGI:3646790]
ENSMUSG00000026043	ENSMUST00000129611	1	Col3a1	collagen, type III, alpha 1 [Source:MGI Symbol;Acc:MGI:88453]
ENSMUSG00000026042	ENSMUST00000086430	1	Col5a2	collagen, type V, alpha 2 [Source:MGI Symbol;Acc:MGI:88458]
ENSMUSG00000100361	ENSMUST00000186840	1	Gm7063	predicted gene 7063 [Source:MGI Symbol;Acc:MGI:3644583]
ENSMUSG00000100894	ENSMUST00000185744	1	Gm8304	predicted gene 8304 [Source:MGI Symbol;Acc:MGI:3646945]
ENSMUSG00000100843	ENSMUST00000187682	1	Gm8307	predicted gene 8307 [Source:MGI Symbol;Acc:MGI:3646941]
ENSMUSG00000025995	ENSMUST00000027139	1	Wdr75	WD repeat domain 75 [Source:MGI Symbol;Acc:MGI:1920924]
ENSMUSG00000084817	ENSMUST00000153604	1	Gm5526	predicted pseudogene 5526 [Source:MGI Symbol;Acc:MGI:3643066]
ENSMUSG00000098549	ENSMUST00000184038	1	Gm5269	predicted gene 5269 [Source:MGI Symbol;Acc:MGI:3646793]
ENSMUSG00000099381	ENSMUST00000190055	1	Gm18303	predicted gene, 18303 [Source:MGI Symbol;Acc:MGI:5010488]
ENSMUSG00000025993	ENSMUST00000027137	1	Slc40a1	solute carrier family 40 (iron-regulated transporter), member 1 [Source:MGI Symbol;Acc:MGI:1315204]
ENSMUSG00000070896	ENSMUST00000085632	1	Rpl23a-ps1	ribosomal protein 23A, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3646201]
ENSMUSG00000090682	ENSMUST00000182781	1	Gm3852	predicted gene 3852 [Source:MGI Symbol;Acc:MGI:3782024]
ENSMUSG00000099432	ENSMUST00000189861	1	Gm18849	predicted gene, 18849 [Source:MGI Symbol;Acc:MGI:5011034]
ENSMUSG00000041144	ENSMUST00000188209	1	Dnah7b	dynein, axonemal, heavy chain 7B [Source:MGI Symbol;Acc:MGI:2684953]
ENSMUSG00000101262	ENSMUST00000188705	1	Gm8326	predicted gene 8326 [Source:MGI Symbol;Acc:MGI:3644839]
ENSMUSG00000101337	ENSMUST00000189749	1	Dnah7c	dynein, axonemal, heavy chain 7C [Source:MGI Symbol;Acc:MGI:3639762]
ENSMUSG00000025986	ENSMUST00000027131	1	Slc39a10	solute carrier family 39 (zinc transporter), member 10 [Source:MGI Symbol;Acc:MGI:1914515]
ENSMUSG00000100160	ENSMUST00000185210	1	Gm28527	predicted gene 28527 [Source:MGI Symbol;Acc:MGI:5579233]
ENSMUSG00000101447	ENSMUST00000190006	1	Gm28826	predicted gene 28826 [Source:MGI Symbol;Acc:MGI:5579532]
ENSMUSG00000081185	ENSMUST00000121202	1	Gm4852	predicted pseudogene 4852 [Source:MGI Symbol;Acc:MGI:3643039]
ENSMUSG00000100033	ENSMUST00000187358	1	Gm8337	predicted gene 8337 [Source:MGI Symbol;Acc:MGI:3644012]
ENSMUSG00000051616	ENSMUST00000188673	1	C230029F24Rik	RIKEN cDNA C230029F24 gene [Source:MGI Symbol;Acc:MGI:3045370]
ENSMUSG00000100816	ENSMUST00000187677	1	Gm28321	predicted gene 28321 [Source:MGI Symbol;Acc:MGI:5579027]
ENSMUSG00000026109	ENSMUST00000186103	1	Tmeff2	transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:MGI Symbol;Acc:MGI:1861735]
ENSMUSG00000101242	ENSMUST00000189560	1	Gm28319	predicted gene 28319 [Source:MGI Symbol;Acc:MGI:5579025]
ENSMUSG00000099625	ENSMUST00000190705	1	Gm29325	predicted gene 29325 [Source:MGI Symbol;Acc:MGI:5580031]
ENSMUSG00000101799	ENSMUST00000189867	1	9330175M20Rik	RIKEN cDNA 9330175M20 gene [Source:MGI Symbol;Acc:MGI:3045285]
ENSMUSG00000045954	ENSMUST00000051572	1	Sdpr	serum deprivation response [Source:MGI Symbol;Acc:MGI:99513]
ENSMUSG00000101702	ENSMUST00000189460	1	1700072G22Rik	RIKEN cDNA 1700072G22 gene [Source:MGI Symbol;Acc:MGI:1920746]
ENSMUSG00000026107	ENSMUST00000189542	1	Nabp1	nucleic acid binding protein 1 [Source:MGI Symbol;Acc:MGI:1923258]
ENSMUSG00000099413	ENSMUST00000190169	1	Gm17767	predicted gene, 17767 [Source:MGI Symbol;Acc:MGI:5009931]
ENSMUSG00000101741	ENSMUST00000189576	1	Gm28055	predicted gene 28055 [Source:MGI Symbol;Acc:MGI:5578761]
ENSMUSG00000018417	ENSMUST00000046390	1	Myo1b	myosin IB [Source:MGI Symbol;Acc:MGI:107752]
ENSMUSG00000100696	ENSMUST00000189886	1	Gm8419	predicted gene 8419 [Source:MGI Symbol;Acc:MGI:3645596]
ENSMUSG00000072324	ENSMUST00000097103	1	Gm8420	predicted gene 8420 [Source:MGI Symbol;Acc:MGI:3645594]
ENSMUSG00000062939	ENSMUST00000168302	1	Stat4	signal transducer and activator of transcription 4 [Source:MGI Symbol;Acc:MGI:103062]
ENSMUSG00000101628	ENSMUST00000185516	1	Gm28177	predicted gene 28177 [Source:MGI Symbol;Acc:MGI:5578883]
ENSMUSG00000078291	ENSMUST00000105087	1	Gm3940	predicted gene 3940 [Source:MGI Symbol;Acc:MGI:3782114]
ENSMUSG00000026104	ENSMUST00000186574	1	Stat1	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]
ENSMUSG00000026103	ENSMUST00000114513	1	Gls	glutaminase [Source:MGI Symbol;Acc:MGI:95752]
ENSMUSG00000002881	ENSMUST00000186764	1	Nab1	Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564]
ENSMUSG00000101501	ENSMUST00000191424	1	Rps27a-ps1	ribosomal protein S27A, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3781839]
ENSMUSG00000100120	ENSMUST00000189527	1	Gm553	predicted gene 553 [Source:MGI Symbol;Acc:MGI:2685399]
ENSMUSG00000100007	ENSMUST00000179821	1	Gm5527	predicted gene 5527 [Source:MGI Symbol;Acc:MGI:3646585]
ENSMUSG00000043015	ENSMUST00000165859	1	Tmem194b	transmembrane protein 194B [Source:MGI Symbol;Acc:MGI:2444113]
ENSMUSG00000103630	ENSMUST00000191873	1	Gm37242	predicted gene, 37242 [Source:MGI Symbol;Acc:MGI:5610470]
ENSMUSG00000041439	ENSMUST00000156876	1	Mfsd6	major facilitator superfamily domain containing 6 [Source:MGI Symbol;Acc:MGI:1922925]
ENSMUSG00000100230	ENSMUST00000188413	1	Gm28650	predicted gene 28650 [Source:MGI Symbol;Acc:MGI:5579356]
ENSMUSG00000026102	ENSMUST00000027271	1	Inpp1	inositol polyphosphate-1-phosphatase [Source:MGI Symbol;Acc:MGI:104848]
ENSMUSG00000041426	ENSMUST00000186922	1	Hibch	3-hydroxyisobutyryl-Coenzyme A hydrolase [Source:MGI Symbol;Acc:MGI:1923792]
ENSMUSG00000043629	ENSMUST00000050567	1	1700019D03Rik	RIKEN cDNA 1700019D03 gene [Source:MGI Symbol;Acc:MGI:1914330]
ENSMUSG00000026100	ENSMUST00000027269	1	Mstn	myostatin [Source:MGI Symbol;Acc:MGI:95691]
ENSMUSG00000060715	ENSMUST00000072235	1	1700019A02Rik	RIKEN cDNA 1700019A02 gene [Source:MGI Symbol;Acc:MGI:1916647]
ENSMUSG00000026098	ENSMUST00000027267	1	Pms1	postmeiotic segregation increased 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1202302]
ENSMUSG00000100679	ENSMUST00000190734	1	Gm28778	predicted gene 28778 [Source:MGI Symbol;Acc:MGI:5579484]
ENSMUSG00000026096	ENSMUST00000027265	1	Osgepl1	O-sialoglycoprotein endopeptidase-like 1 [Source:MGI Symbol;Acc:MGI:1919335]
ENSMUSG00000099913	ENSMUST00000144660	1	Gm28551	predicted gene 28551 [Source:MGI Symbol;Acc:MGI:5579257]
ENSMUSG00000100069	ENSMUST00000190697	1	Gm6801	predicted gene 6801 [Source:MGI Symbol;Acc:MGI:3643101]
ENSMUSG00000096141	ENSMUST00000094964	1	Dnah7a	dynein, axonemal, heavy chain 7A [Source:MGI Symbol;Acc:MGI:2685838]
ENSMUSG00000026094	ENSMUST00000027263	1	Stk17b	serine/threonine kinase 17b (apoptosis-inducing) [Source:MGI Symbol;Acc:MGI:2138162]
ENSMUSG00000042807	ENSMUST00000120904	1	Hecw2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2685817]
ENSMUSG00000025983	ENSMUST00000027128	1	Ccdc150	coiled-coil domain containing 150 [Source:MGI Symbol;Acc:MGI:1925266]
ENSMUSG00000041303	ENSMUST00000041638	1	Gtf3c3	general transcription factor IIIC, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2138383]
ENSMUSG00000073678	ENSMUST00000097739	1	Pgap1	post-GPI attachment to proteins 1 [Source:MGI Symbol;Acc:MGI:2443342]
ENSMUSG00000052331	ENSMUST00000189563	1	Ankrd44	ankyrin repeat domain 44 [Source:MGI Symbol;Acc:MGI:3045243]
ENSMUSG00000101674	ENSMUST00000190007	1	4930444A19Rik	RIKEN cDNA 4930444A19 gene [Source:MGI Symbol;Acc:MGI:1921230]
ENSMUSG00000025982	ENSMUST00000027127	1	Sf3b1	splicing factor 3b, subunit 1 [Source:MGI Symbol;Acc:MGI:1932339]
ENSMUSG00000103030	ENSMUST00000193614	1	E330011M16Rik	RIKEN cDNA E330011M16 gene [Source:MGI Symbol;Acc:MGI:3704186]
ENSMUSG00000025981	ENSMUST00000087617	1	Coq10b	coenzyme Q10 homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915126]
ENSMUSG00000025980	ENSMUST00000027123	1	Hspd1	heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242]
ENSMUSG00000073676	ENSMUST00000075242	1	Hspe1	heat shock protein 1 (chaperonin 10) [Source:MGI Symbol;Acc:MGI:104680]
ENSMUSG00000100736	ENSMUST00000185999	1	Gm5147	predicted gene 5147 [Source:MGI Symbol;Acc:MGI:3646018]
ENSMUSG00000089670	ENSMUST00000160730	1	Gm16581	predicted gene 16581 [Source:MGI Symbol;Acc:MGI:4415001]
ENSMUSG00000025979	ENSMUST00000159311	1	Mob4	MOB family member 4, phocein [Source:MGI Symbol;Acc:MGI:104899]
ENSMUSG00000061863	ENSMUST00000161440	1	Gm6822	predicted pseudogene 6822 [Source:MGI Symbol;Acc:MGI:3644721]
ENSMUSG00000025978	ENSMUST00000027121	1	Rftn2	raftlin family member 2 [Source:MGI Symbol;Acc:MGI:1921263]
ENSMUSG00000097649	ENSMUST00000181563	1	Gm10561	predicted gene 10561 [Source:MGI Symbol;Acc:MGI:3648163]
ENSMUSG00000046994	ENSMUST00000061334	1	Mars2	methionine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2444136]
ENSMUSG00000025977	ENSMUST00000161810	1	Boll	bol, boule-like (Drosophila) [Source:MGI Symbol;Acc:MGI:1922638]
ENSMUSG00000100215	ENSMUST00000162574	1	Gm8292	predicted gene 8292 [Source:MGI Symbol;Acc:MGI:3648460]
ENSMUSG00000101945	ENSMUST00000191444	1	Gm29138	predicted gene 29138 [Source:MGI Symbol;Acc:MGI:5579844]
ENSMUSG00000038349	ENSMUST00000042986	1	Plcl1	phospholipase C-like 1 [Source:MGI Symbol;Acc:MGI:3036262]
ENSMUSG00000100309	ENSMUST00000186507	1	Gm6644	predicted gene 6644 [Source:MGI Symbol;Acc:MGI:3644951]
ENSMUSG00000099950	ENSMUST00000189293	1	9130227L01Rik	RIKEN cDNA 9130227L01 gene [Source:MGI Symbol;Acc:MGI:2445084]
ENSMUSG00000038331	ENSMUST00000042857	1	Satb2	special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336]
ENSMUSG00000087022	ENSMUST00000135238	1	9130024F11Rik	RIKEN cDNA 9130024F11 gene [Source:MGI Symbol;Acc:MGI:1926150]
ENSMUSG00000097519	ENSMUST00000181949	1	4930558J18Rik	RIKEN cDNA 4930558J18 gene [Source:MGI Symbol;Acc:MGI:1922573]
ENSMUSG00000038323	ENSMUST00000042734	1	1700066M21Rik	RIKEN cDNA 1700066M21 gene [Source:MGI Symbol;Acc:MGI:1920717]
ENSMUSG00000048495	ENSMUST00000162686	1	Tyw5	tRNA-yW synthesizing protein 5 [Source:MGI Symbol;Acc:MGI:1915986]
ENSMUSG00000025971	ENSMUST00000027114	1	9430016H08Rik	RIKEN cDNA 9430016H08 gene [Source:MGI Symbol;Acc:MGI:1915365]
ENSMUSG00000038305	ENSMUST00000172287	1	Spats2l	spermatogenesis associated, serine-rich 2-like [Source:MGI Symbol;Acc:MGI:1914448]
ENSMUSG00000054770	ENSMUST00000114410	1	Kctd18	potassium channel tetramerisation domain containing 18 [Source:MGI Symbol;Acc:MGI:3603813]
ENSMUSG00000026039	ENSMUST00000027202	1	Sgol2a	shugoshin-like 2a (S. pombe) [Source:MGI Symbol;Acc:MGI:1098767]
ENSMUSG00000063558	ENSMUST00000001027	1	Aox1	aldehyde oxidase 1 [Source:MGI Symbol;Acc:MGI:88035]
ENSMUSG00000064294	ENSMUST00000161549	1	Aox3	aldehyde oxidase 3 [Source:MGI Symbol;Acc:MGI:1918974]
ENSMUSG00000038242	ENSMUST00000040442	1	Aox4	aldehyde oxidase 4 [Source:MGI Symbol;Acc:MGI:1919122]
ENSMUSG00000089822	ENSMUST00000161126	1	Gm15759	predicted gene 15759 [Source:MGI Symbol;Acc:MGI:3783202]
ENSMUSG00000079554	ENSMUST00000114366	1	Aox2	aldehyde oxidase 2 [Source:MGI Symbol;Acc:MGI:3529596]
ENSMUSG00000103839	ENSMUST00000194925	1	Gm37607	predicted gene, 37607 [Source:MGI Symbol;Acc:MGI:5610835]
ENSMUSG00000051223	ENSMUST00000050552	1	Bzw1	basic leucine zipper and W2 domains 1 [Source:MGI Symbol;Acc:MGI:1914132]
ENSMUSG00000026034	ENSMUST00000156931	1	Clk1	CDC-like kinase 1 [Source:MGI Symbol;Acc:MGI:107403]
ENSMUSG00000026035	ENSMUST00000117069	1	Ppil3	peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475]
ENSMUSG00000026036	ENSMUST00000087521	1	Nif3l1	Ngg1 interacting factor 3-like 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:1929485]
ENSMUSG00000026037	ENSMUST00000027198	1	Orc2	origin recognition complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1328306]
ENSMUSG00000085054	ENSMUST00000160947	1	Gm15834	predicted gene 15834 [Source:MGI Symbol;Acc:MGI:3802168]
ENSMUSG00000038174	ENSMUST00000161600	1	Fam126b	family with sequence similarity 126, member B [Source:MGI Symbol;Acc:MGI:1098784]
ENSMUSG00000026032	ENSMUST00000027193	1	Ndufb3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3 [Source:MGI Symbol;Acc:MGI:1913745]
ENSMUSG00000099490	ENSMUST00000186270	1	Gm18802	predicted gene, 18802 [Source:MGI Symbol;Acc:MGI:5010987]
ENSMUSG00000059647	ENSMUST00000081455	1	Gm10068	predicted gene 10068 [Source:MGI Symbol;Acc:MGI:3704187]
ENSMUSG00000047528	ENSMUST00000188772	1	Als2cr12	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12 (human) [Source:MGI Symbol;Acc:MGI:1918359]
ENSMUSG00000102059	ENSMUST00000185352	1	Gm20257	predicted gene, 20257 [Source:MGI Symbol;Acc:MGI:5012442]
ENSMUSG00000026031	ENSMUST00000149874	1	Cflar	CASP8 and FADD-like apoptosis regulator [Source:MGI Symbol;Acc:MGI:1336166]
ENSMUSG00000100236	ENSMUST00000191399	1	Gm3841	predicted gene 3841 [Source:MGI Symbol;Acc:MGI:3782013]
ENSMUSG00000026029	ENSMUST00000027189	1	Casp8	caspase 8 [Source:MGI Symbol;Acc:MGI:1261423]
ENSMUSG00000099719	ENSMUST00000188624	1	Gm28802	predicted gene 28802 [Source:MGI Symbol;Acc:MGI:5579508]
ENSMUSG00000026028	ENSMUST00000027186	1	Trak2	trafficking protein, kinesin binding 2 [Source:MGI Symbol;Acc:MGI:1918077]
